Endings,Hash Function,Noise Removal,Ellapsed Time,Join Type,Add/Sub,Q_Error,Count
"['likes', 'text']",BasicHashFunction,amin,7157716234,object subject,True,99869.2131078815,2858684980
"['likes', 'text']",BasicHashFunction,amin,7055877885,object subject,True,38571.75660285076,1104106585
"['likes', 'text']",BasicHashFunction,amin,7178369979,object subject,True,99869.2131078815,2858684980
"['likes', 'text']",BasicHashFunction,amin,7034906706,object subject,True,91308.22309949693,2613635202
"['likes', 'text']",BasicHashFunction,amin,6978601871,object subject,True,97696.18931665736,2796484347
"['likes', 'text']",BasicHashFunction,median,7069131661,object subject,True,99867.9439980436,2858648653
"['likes', 'text']",BasicHashFunction,median,7054402508,object subject,True,99235.80201928451,2840554221
"['likes', 'text']",BasicHashFunction,median,7262938770,object subject,True,99869.2131078815,2858684980
"['likes', 'text']",BasicHashFunction,median,7391237792,object subject,True,99869.2131078815,2858684980
"['likes', 'text']",BasicHashFunction,median,7252619156,object subject,True,99869.2131078815,2858684980
"['likes', 'text']",BasicHashFunction,No,7147187839,object subject,True,99869.2131078815,2858684980
"['likes', 'text']",BasicHashFunction,No,7148894399,object subject,True,99869.2131078815,2858684980
"['likes', 'text']",BasicHashFunction,No,7144490470,object subject,True,99869.2131078815,2858684980
"['likes', 'text']",BasicHashFunction,No,7305714142,object subject,True,99574.83782839576,2850258782
"['likes', 'text']",BasicHashFunction,No,7061581463,object subject,True,99869.2131078815,2858684980
"['likes', 'text']",BasicHashFunction,amin,5254831213,object subject,False,99869.2131078815,2858684980
"['likes', 'text']",BasicHashFunction,amin,5321729657,object subject,False,99869.2131078815,2858684980
"['likes', 'text']",BasicHashFunction,amin,5298031692,object subject,False,99869.2131078815,2858684980
"['likes', 'text']",BasicHashFunction,amin,5452407280,object subject,False,99869.2131078815,2858684980
"['likes', 'text']",BasicHashFunction,amin,5307047531,object subject,False,99869.2131078815,2858684980
"['likes', 'text']",BasicHashFunction,median,5323439312,object subject,False,99869.2131078815,2858684980
"['likes', 'text']",BasicHashFunction,median,5462185088,object subject,False,99869.2131078815,2858684980
"['likes', 'text']",BasicHashFunction,median,5391521916,object subject,False,99869.2131078815,2858684980
"['likes', 'text']",BasicHashFunction,median,5482872545,object subject,False,99869.2131078815,2858684980
"['likes', 'text']",BasicHashFunction,median,5509781530,object subject,False,99869.2131078815,2858684980
"['likes', 'text']",BasicHashFunction,No,5464049986,object subject,False,99869.2131078815,2858684980
"['likes', 'text']",BasicHashFunction,No,5507743347,object subject,False,99869.2131078815,2858684980
"['likes', 'text']",BasicHashFunction,No,5481152510,object subject,False,99869.2131078815,2858684980
"['likes', 'text']",BasicHashFunction,No,5394720403,object subject,False,99869.2131078815,2858684980
"['likes', 'text']",BasicHashFunction,No,5261103517,object subject,False,99869.2131078815,2858684980
"['likes', 'text']",UniversalHashFunction,amin,14635805308,object subject,True,0.6751676914477361,9298
"['likes', 'text']",UniversalHashFunction,amin,14388565182,object subject,True,0.6804429849077697,9147
"['likes', 'text']",UniversalHashFunction,amin,14762595984,object subject,True,0.7155883174958078,8141
"['likes', 'text']",UniversalHashFunction,amin,14934140309,object subject,True,0.6820150922302962,9102
"['likes', 'text']",UniversalHashFunction,amin,14651679749,object subject,True,0.6362842370039128,10411
"['likes', 'text']",UniversalHashFunction,median,14414035500,object subject,True,0.7077976523197317,8364
"['likes', 'text']",UniversalHashFunction,median,14937363964,object subject,True,0.6571408608160983,9814
"['likes', 'text']",UniversalHashFunction,median,14833881463,object subject,True,0.6893166573504751,8893
"['likes', 'text']",UniversalHashFunction,median,14763204736,object subject,True,0.6687045835662381,9483
"['likes', 'text']",UniversalHashFunction,median,14342900402,object subject,True,0.6905044717719396,8859
